mz,rt,intensity,CCS,Compound,NeutralFormula,CAS,SuperClass,Class,Subclass
462.3408,244,11954,221,D-glucosyl-beta1-1'-D-erythro-sphingosine,C24H47NO7,52050-17-6,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
484.3227,475,3293,226.2,D-glucosyl-beta1-1'-D-erythro-sphingosine,C24H47NO7,52050-17-6,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
762.5696,1200,4755,284.2,GlcCer 36:01,C42H81NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
806.5943,1091,10814,290.6,GlcCer 38:01 OH,C44H85NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
820.6427,1716,11870,293.2,GlcCer 40:00,C46H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
836.6349,1112,14395,294.8,GlcCer 40:00 OH,C46H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
818.6299,908,2165,292.6,GlcCer 40:01,C46H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
834.6281,994,5851,295.1,GlcCer 40:01 OH,C46H89NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
846.6591,1036,3283,298.9,GlcCer 42:01,C48H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
862.6555,642,11246,300.6,GlcCer 42:01 OH,C48H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
844.6497,1800,403,298.8,GlcCer 42:02,C48H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
860.6443,1407,3868,299,GlcCer 42:02 OH,C48H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
772.6004,124,10926,287.3,GlcCer 36:01,C42H81NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
816.6242,1368,12151,294.9,GlcCer 38:01 OH,C44H85NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
830.6766,176,2417,298.1,GlcCer 40:00,C46H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
828.6816,1116,3300,298.2,GlcCer 40:01,C46H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
856.6896,146,12145,302.8,GlcCer 42:01,C48H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
872.684,1008,7273,304.5,GlcCer 42:01 OH,C48H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
854.6779,296,12015,302,GlcCer 42:02,C48H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
870.671,708,4197,303.7,GlcCer 42:02 OH,C48H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
898.7011,514,9230,310.1,GlcCer 44:02 OH,C50H95NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
800.6538,1539,1223,292.2,GlcCer 40:00 OH,C46H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
800.6538,1628,5929,301.8,GlcCer 40:00 OH,C46H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
798.6506,160,6546,291.6,GlcCer 40:01 OH,C46H89NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
798.651,1712,6311,300.3,GlcCer 40:01 OH,C46H89NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
826.6787,1372,5778,297.2,GlcCer 42:01 OH,C48H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
826.6821,244,13615,305.3,GlcCer 42:01 OH,C48H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
824.6649,1697,12290,296.2,GlcCer 42:02 OH,C48H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
824.6658,1149,1027,304,GlcCer 42:02 OH,C48H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
730.6197,505,2758,285.7,GlcCer 36:00,C42H83NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
728.604,810,8228,283.5,GlcCer 36:01,C42H81NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
726.5884,1723,4799,282.5,GlcCer 36:02,C42H79NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
758.651,819,13406,291.3,GlcCer 38:00,C44H87NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
756.6353,1393,9788,289.3,GlcCer 38:01,C44H85NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
754.6197,864,14895,289,GlcCer 38:02,C44H83NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
752.6016,1413,8480,285.6,GlcCer 38:03,C44H81NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
786.6823,1126,125,297.4,GlcCer 40:00,C46H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
802.6772,491,4097,301.4,GlcCer 40:00 OH,C46H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
784.6666,1354,5712,295,GlcCer 40:01,C46H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
782.651,844,2641,295.1,GlcCer 40:02,C46H87NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
798.6823,367,11297,298.3,GlcCer 41:01,C47H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
814.7136,898,4664,303.5,GlcCer 42:00,C48H95NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
830.7085,879,12955,307.3,GlcCer 42:00 OH,C48H95NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
812.6979,1612,3093,301.8,GlcCer 42:01,C48H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
828.6928,125,9803,305.9,GlcCer 42:01 OH,C48H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
810.6823,1493,6770,300.4,GlcCer 42:02,C48H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
824.6615,981,7503,301.6,GlcCer 42:03 OH,C48H89NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
822.6459,221,8199,300.2,GlcCer 42:04 OH,C48H87NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
824.6979,1461,5953,303.2,GlcCer 43:02,C49H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
858.7398,863,7657,313.1,GlcCer 44:00 OH,C50H99NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
840.7292,125,1335,307.6,GlcCer 44:01,C50H97NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
856.7241,1426,7543,311.8,GlcCer 44:01 OH,C50H97NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
838.7136,1516,2427,306.3,GlcCer 44:02,C50H95NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
854.7085,1062,13882,310.2,GlcCer 44:02 OH,C50H95NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
872.7554,268,5830,316.3,GlcCer 45:00 OH,C51H101NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
878.7085,1375,2699,310.7,GlcCer 46:04 OH,C52H95NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
876.6928,1296,2075,309.9,GlcCer 46:05 OH,C52H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
710.5934,812,1840,281,GlcCer 36:01,C42H81NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
738.6247,1267,3837,287.8,GlcCer 38:01,C44H85NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
766.656,135,13175,293.9,GlcCer 40:01,C46H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
764.6404,1446,1817,291.5,GlcCer 40:02,C46H87NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
780.6717,1700,11218,295.8,GlcCer 41:01,C47H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
794.6873,517,1902,299.5,GlcCer 42:01,C48H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
792.6717,1442,14265,297.6,GlcCer 42:02,C48H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
820.703,148,3950,302.7,GlcCer 44:02,C50H95NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
886.7499,1201,1423,317.5,GlcCer 46:01,C55H101NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
884.7343,317,1147,315.5,GlcCer 46:02,C55H99NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
842.7237,260,5389,308.9,GlcCer 47:03,C53H99NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
882.755,1304,14686,315.5,GlcCer 50:04,C56H103NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
724.5703,971,11519,282,GlcCer 34:00,C40H79NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
722.5547,1552,3764,280.1,GlcCer 34:01,C40H77NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
750.586,412,2445,285.1,GlcCer 36:01,C42H81NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
766.5809,1764,1656,288.7,GlcCer 36:01 OH,C42H81NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
748.5703,175,11859,282.6,GlcCer 36:02,C42H79NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
764.6016,845,2690,288.6,GlcCer 37:01,C43H83NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
780.6329,888,3781,292.4,GlcCer 38:00,C44H87NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
778.6173,1535,5233,291.7,GlcCer 38:01,C44H85NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
794.6122,1785,6423,294.2,GlcCer 38:01 OH,C44H85NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
776.6016,183,329,288.5,GlcCer 38:02,C44H83NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
792.6329,987,13772,293.1,GlcCer 39:01,C45H87NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
808.6642,707,14097,298.9,GlcCer 40:00,C46H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
806.6486,928,10553,297.3,GlcCer 40:01,C46H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
804.6329,712,2255,293.2,GlcCer 40:02,C46H87NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
802.6173,301,5936,291.4,GlcCer 40:03,C46H85NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
820.6642,215,4136,298.6,GlcCer 41:01,C47H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
818.6486,853,6867,297.3,GlcCer 41:02,C47H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
836.6955,820,4861,304.3,GlcCer 42:00,C48H95NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
852.6904,1073,11776,306.7,GlcCer 42:00 OH,C48H95NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
834.6799,1278,4736,302.9,GlcCer 42:01,C48H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
850.6748,445,12712,305.4,GlcCer 42:01 OH,C48H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
832.6642,1568,2929,300.7,GlcCer 42:02,C48H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
848.6591,668,14808,303.1,GlcCer 42:02 OH,C48H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
830.6486,1608,4752,298.5,GlcCer 42:03,C48H89NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
864.6904,1433,11348,307.8,GlcCer 43:01 OH,C49H95NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
846.6799,878,7369,303.6,GlcCer 43:02,C49H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
862.6748,182,1784,307.3,GlcCer 43:02 OH,C49H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
844.6642,930,2193,301.9,GlcCer 43:03,C49H91NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
862.7112,1465,5733,309.1,GlcCer 44:01,C50H97NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
860.6955,1668,896,307.5,GlcCer 44:02,C50H95NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
858.6799,1765,4731,305.1,GlcCer 44:03,C50H93NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
874.6748,186,13579,307.9,GlcCer 44:03 OH,C50H93NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
872.6591,1731,8057,306,GlcCer 44:04 OH,C50H91NO9,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
870.7526,1392,13345,314.8,GlcCer 47:00,C53H105NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
898.7839,1292,9697,320,GlcCer 49:00,C55H109NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
896.7683,1725,3398,318.8,GlcCer 49:01,C55H107NO8,,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids
796.6521,347,5856,293.1,d9-SM (18:1),C41H72D9N2O6P,2260669-50-7,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
772.6111,1640,3791,288.2,d9-SM (18:1),C41H72D9N2O6P,2260669-50-7,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
738.6453,759,3104,287.8,d9-SM (18:1),C41H72D9N2O6P,2260669-50-7,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
760.6267,915,10447,288.8,d9-SM (18:1),C41H72D9N2O6P,2260669-50-8,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
782.6393,818,9324,290.2,d9-SM (18:1),C41H72D9N2O6P,2260669-50-9,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
737.5404,629,12400,284.3,SM 34:01,C39H79N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
765.5717,1078,1021,288.7,SM 36:01,C41H83N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
793.6024,1779,2595,294.7,SM 38:01,C43H87N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
823.6424,672,9003,301.5,SM 40:00,C45H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
821.6331,871,4304,300.8,SM 40:01,C45H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
819.622,1021,9904,299.6,SM 40:02,C45H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
849.6602,481,12828,305.8,SM 42:01,C47H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
847.6522,900,621,304.7,SM 42:02,C47H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
747.5688,1612,13438,284.7,SM 34:01,C39H79N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
775.6009,468,10558,288.7,SM 36:01,C41H83N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
773.5819,1171,1873,289.7,SM 36:02,C41H81N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
833.6721,521,8486,303.4,SM 40:00,C45H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
831.6622,360,12767,301.4,SM 40:01,C45H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
843.656,425,1108,303.3,SM 41:02,C46H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
861.7037,1524,6928,308.7,SM 42:00,C47H97N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
859.6912,1472,7227,307,SM 42:01,C47H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
857.6788,1433,9563,305.6,SM 42:02,C47H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
855.663,1660,12908,304.9,SM 42:03,C47H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
803.6324,649,10905,296.3,SM 38:01,C43H87N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
829.6453,1395,13124,299.8,SM 40:02,C45H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
805.6175,692,3720,295.8,SM 38:00,C43H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
847.6645,993,805,302.3,SM 41:00,C46H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
703.5754,411,7172,281.2,SM 34:01,C39H79N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
731.6067,905,1757,288.4,SM 36:01,C41H83N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
729.591,1602,1392,285.3,SM 36:02,C41H81N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
745.6223,1284,9990,289.8,SM 37:01,C42H85N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
759.638,886,10173,293.4,SM 38:01,C43H87N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
773.6536,1556,5506,297,SM 39:01,C44H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
789.6849,534,11262,300.8,SM 40:00,C45H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
787.6693,317,8913,299.1,SM 40:01,C45H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
785.6536,771,14814,296.8,SM 40:02,C45H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
803.7006,824,13677,303.5,SM 41:00,C46H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
801.6849,330,6612,302.3,SM 41:01,C46H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
799.6693,1723,10150,300.1,SM 41:02,C46H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
817.7162,1619,737,306.5,SM 42:00,C47H97N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
815.7006,896,6155,304.4,SM 42:01,C47H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
813.6849,1776,9227,302.2,SM 42:02,C47H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
811.6693,277,10961,300.8,SM 42:03,C47H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
809.6536,700,913,299,SM 42:04,C47H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
829.7162,306,4988,308.1,SM 43:01,C48H97N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
827.7006,213,8818,305.7,SM 43:02,C48H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
843.7319,812,8017,311,SM 44:01,C49H99N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
841.7162,530,3212,308.7,SM 44:02,C49H97N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
769.5626,263,8746,288.3,SM 36:01,C41H83N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
725.5573,1362,3560,279.9,SM 34:01,C39H79N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
739.573,1366,8439,281.7,SM 35:01,C40H81N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
753.5886,1489,14610,284.1,SM 36:01,C41H83N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
751.573,1664,13139,281.4,SM 36:02,C41H81N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
767.6043,1722,7092,286.5,SM 37:01,C42H85N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
781.6199,1564,1276,293.3,SM 38:01,C43H87N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
795.6356,1719,3502,295.7,SM 39:01,C44H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
809.6512,789,10967,297.2,SM 40:01,C45H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
807.6356,1210,2057,293.7,SM 40:02,C45H89N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
823.6669,1080,7130,300.5,SM 41:01,C46H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
821.6512,828,12148,297.5,SM 41:02,C46H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
837.6825,923,4542,303.8,SM 42:01,C47H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
853.6774,557,9784,309.1,SM 42:01 OH,C47H95N2O7P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
835.6669,1655,11668,302,SM 42:02,C47H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
833.6512,815,3529,298.8,SM 42:03,C47H91N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
851.6982,1417,4338,305.4,SM 43:01,C48H97N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
849.6825,1258,9879,304.8,SM 43:02,C48H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
865.7138,1296,11484,309.1,SM 44:01,C49H99N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
863.6982,1587,958,307.7,SM 44:02,C49H97N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
861.6825,1787,6630,305.9,SM 44:03,C49H95N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
735.578,1271,8667,290.3,SM 36:01,C41H83N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
817.6563,1468,3183,305.6,SM 42:02,C47H93N2O6P,,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
599.4134,778,3378,254.5,Epitestosterone,C19H28O2,481-30-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
